lon,lat,iso3c,data_quality,action_needed,subregion
10.705806856721274,35.78843246519475,TUN,3,Allocate spatially,Monastir
10.731008406574407,35.77562401602251,TUN,3,Allocate spatially,Monastir
10.75821233696625,35.77831164742683,TUN,3,Allocate spatially,Monastir
10.783278520783421,35.789652345419064,TUN,3,Allocate spatially,Monastir
10.809888619487523,35.79356484863981,TUN,3,Allocate spatially,Monastir
10.83467712300513,35.796955101035394,TUN,3,Allocate spatially,Monastir
10.85078075020083,35.77721688327737,TUN,3,Allocate spatially,Monastir
10.84866496921082,35.75131765198195,TUN,3,Allocate spatially,Monastir
10.833501347308085,35.73149049091354,TUN,3,Allocate spatially,Monastir
10.838522191827918,35.70545613622858,TUN,3,Allocate spatially,Monastir
10.863250137729972,35.693908885249364,TUN,3,Allocate spatially,Monastir
10.889324116759386,35.68540157901051,TUN,3,Allocate spatially,Monastir
10.915247064884088,35.67792352148764,TUN,3,Allocate spatially,Monastir
10.942515975539372,35.67089878789732,TUN,3,Allocate spatially,Monastir
10.968155170091611,35.66530988592729,TUN,3,Allocate spatially,Monastir
10.994230858219787,35.6570936895836,TUN,3,Allocate spatially,Monastir
11.060122901676626,35.62738971983965,TUN,3,Allocate spatially,Monastir
11.053679526068008,35.598632870687254,TUN,3,Allocate spatially,Monastir
11.042103252127793,35.570277318972465,TUN,3,Allocate spatially,Monastir
11.044902637736595,35.53962414384434,TUN,3,Allocate spatially,Monastir
