"lat","lon","iso3c","data_quality","action_needed","subregion","prod"
17.5600132874665,106.580399999543,"VNM",2,"state/province based suitability","Quang Binh",110
16.9058265222133,107.191941458558,"VNM",2,"state/province based suitability","Quang Tri",20
16.4951159961497,107.748915833386,"VNM",2,"state/province based suitability","TT Hue",82
16.1679861260058,108.15075180169,"VNM",2,"state/province based suitability","Da Nang",0
15.6990265687544,108.480162892643,"VNM",2,"state/province based suitability","Quang Nam",135
15.0105951529833,108.921742256243,"VNM",2,"state/province based suitability","Quang Ngai",0
14.1766877002666,109.196171163896,"VNM",2,"state/province based suitability","Binh Dinh",130
13.3357605290414,109.291835115863,"VNM",2,"state/province based suitability","Phu Yen",0
12.2991119353603,109.236993221307,"VNM",2,"state/province based suitability","Khanh Hoa",0
11.6218392731858,109.154689135973,"VNM",2,"state/province based suitability","Ninh Thuân",5
10.8301023422042,108.037021106432,"VNM",2,"state/province based suitability","Binh Thuân",0
10.510731358281,106.731099986855,"VNM",2,"state/province based suitability","Long An",250
10.3000657166648,106.781227168832,"VNM",2,"state/province based suitability","Tien Giang",0
10.0378668325816,106.696370363388,"VNM",2,"state/province based suitability","Ben Tre",637
9.59222356318523,106.541267277137,"VNM",2,"state/province based suitability","Tra Vinh",1196
9.38958038120882,106.18574462804,"VNM",2,"state/province based suitability","Soc Trang",0
9.14792131542506,105.59613926925,"VNM",2,"state/province based suitability","Bac Lieu",3466
8.6741668183183,105.123796739063,"VNM",2,"state/province based suitability","Ca Mau",0
10.087872204899,104.88743812284,"VNM",2,"state/province based suitability","Kien Giang",170
10.0558199446902,105.790739532739,"VNM",2,"state/province based suitability","Can Tho",0
