"lat","lon","iso3c","data_quality","action_needed","subregion","prod"
21.8760817912211,89.4949969724466,"BGD",2,"state/province based suitability","Khulna",NA
22.3256701452573,91.7609193502888,"BGD",2,"state/province based suitability","Chittagong",NA
29.3780092675677,121.950439091009,"CHN",1,"country based suitability",NA,NA
0.335994301466984,117.55582991783,"IDN",1,"country based suitability",NA,NA
15.9304079959308,94.7664747569774,"MMR",2,"state/province based suitability","Ayeyarwaddy",NA
18.6150931635694,94.2429060752702,"MMR",2,"state/province based suitability","Rakhine",NA
14.5105363780708,121.087482854358,"PHL",2,"state/province based suitability","Metro Manila",1.81
17.0877338290531,120.436386062204,"PHL",2,"state/province based suitability","llocos Norte",0.06
17.2050312842212,120.413922727951,"PHL",2,"state/province based suitability","llocos Sur",0.1
16.5330902343553,120.315113519991,"PHL",2,"state/province based suitability","La Union",0.06
16.124387999329,120.093367243599,"PHL",2,"state/province based suitability","Pangasinan",11.26
18.359201366719,121.624576474411,"PHL",2,"state/province based suitability","Gagayan",44.93
14.5882805007207,120.39232212075,"PHL",2,"state/province based suitability","Bataan",130.93
14.7593457962614,120.791951783656,"PHL",2,"state/province based suitability","Bulacan",36.21
14.8559714403183,120.587663250173,"PHL",2,"state/province based suitability","Pampanga",4185.62
15.2720797326393,120.009877882804,"PHL",2,"state/province based suitability","Zarrbales",1.9
14.2946817178597,120.716619341723,"PHL",2,"state/province based suitability","Gavite",0.01
14.6649088855429,121.615495433415,"PHL",2,"state/province based suitability","Quezon",616.36
13.3442068709175,121.821336658407,"PHL",2,"state/province based suitability","Marinduque",1.19
13.4154370144912,121.092297370521,"PHL",2,"state/province based suitability","Oriental Mindoro",0.18
10.038412865364,118.720689239485,"PHL",2,"state/province based suitability","Palaw an",9.74
12.5857170591102,122.27016916838,"PHL",2,"state/province based suitability","Romblom",0.1
13.2183625292018,123.770116419315,"PHL",2,"state/province based suitability","Albay",0.49
14.2783791902769,122.806951576631,"PHL",2,"state/province based suitability","Camarines Norte",198.87
13.7280182252233,123.216020518082,"PHL",2,"state/province based suitability","Camarines Sur",121.82
13.6003738502771,124.088562144353,"PHL",2,"state/province based suitability","Catanduanes",16.8
12.5769519331597,123.282869408877,"PHL",2,"state/province based suitability","Masbate",68.59
12.8186615726819,123.83950186846,"PHL",2,"state/province based suitability","Sorsogon",705.97
11.7377311480202,122.363412637882,"PHL",2,"state/province based suitability","Aklan",37.7
11.0966125091898,122.04466274448,"PHL",2,"state/province based suitability","Antique",4.29
11.5444416027694,122.872514897933,"PHL",2,"state/province based suitability","Capiz",2048.37
10.5651596857971,122.512796837209,"PHL",2,"state/province based suitability","Guimaras",6.74
10.8913257265939,122.783116426606,"PHL",2,"state/province based suitability","lloilo",1.25
9.94382030958894,122.446304408747,"PHL",2,"state/province based suitability","Negros Occidental",0.19
10.0623988916179,124.088573339221,"PHL",2,"state/province based suitability","Bohol",5.41
11.4570195601967,125.501248092925,"PHL",2,"state/province based suitability","Eastern Samar",0.02
10.8650667201133,124.720286843175,"PHL",2,"state/province based suitability","Leyte",0.85
12.5098375230187,124.6501065673,"PHL",2,"state/province based suitability","Northern Samar",141.47
12.0076253576981,124.69126813618,"PHL",2,"state/province based suitability","Samar",249.13
8.18224915422801,122.954915546237,"PHL",2,"state/province based suitability","Zamboanga del Norte",4.86
7.81172076996685,123.423549928297,"PHL",2,"state/province based suitability","Zamboanga del Sur",200.46
7.70388031987489,122.526150493214,"PHL",2,"state/province based suitability","Zamboanga Sibugay",183.04
6.90539885607443,122.069174514418,"PHL",2,"state/province based suitability","Zamboanga City",93.54
8.18757526534604,124.124403462134,"PHL",2,"state/province based suitability","Lanao del Norte",7513.52
8.48393196359757,123.80942490173,"PHL",2,"state/province based suitability","Misamis Occidental",1155.37
8.84696558747047,125.163337945672,"PHL",2,"state/province based suitability","Misamis Oriental",0.02
7.22627345377376,125.861554269136,"PHL",2,"state/province based suitability","Compostela Valley",0.9
7.29064081849023,125.708382974904,"PHL",2,"state/province based suitability","Davao del Norte",3.31
6.80672692575464,125.380449591142,"PHL",2,"state/province based suitability","Davao del Sur",0
7.02185082563965,126.446686686186,"PHL",2,"state/province based suitability","Davao Oriental",0.02
6.37308183497781,124.082159940735,"PHL",2,"state/province based suitability","Sultan Kudarat",0.41
9.19061150020824,125.529942291221,"PHL",2,"state/province based suitability","Agusan del Norte",48
10.2497819954099,125.64231490812,"PHL",2,"state/province based suitability","Dinagat Islands",0.04
9.55572153035124,125.786308606279,"PHL",2,"state/province based suitability","Surigao del Norte",13.07
9.013346905513,126.237422985089,"PHL",2,"state/province based suitability","Surigao del Sur",140.43
6.99460396215764,123.990595383884,"PHL",2,"state/province based suitability","Maguindanao",162.21
21.1860505295456,107.608589376424,"VNM",2,"state/province based suitability","Quang Ninh",0
20.8409472486466,106.776850038455,"VNM",2,"state/province based suitability","Hai Phong",1650
20.4541486390953,106.597288565811,"VNM",2,"state/province based suitability","Thai Binh",0
20.1465544605409,106.329801945274,"VNM",2,"state/province based suitability","Nam Dinh",0
19.9554962632132,106.030974683741,"VNM",2,"state/province based suitability","Ninh Binh",1005
19.7268176664823,105.876617304675,"VNM",2,"state/province based suitability","Thanh Hoa",970
18.9828769680297,105.616509744017,"VNM",2,"state/province based suitability","Nghe An",0
18.4568176135126,105.927266566333,"VNM",2,"state/province based suitability","Ha Tinh",200
