lon,lat,subregion,iso3c,data_quality
-5.6959164215181985,57.539917236442385,North Coast & West Highlands,GBR,5
-4.629800674126754,57.867684587304616,North Coast & West Highlands,GBR,5
-7.2487225616372495,57.137432904515414,Outer Hebrides,GBR,5
-5.290992152378414,56.0786635571847,Argyll & Clyde,GBR,5
-5.293605269485221,57.86027254520301,North Coast & West Highlands,GBR,5
-5.307228874390388,57.86171564151933,North Coast & West Highlands,GBR,5
-5.3544340608110375,55.97626140548995,Argyll & Clyde,GBR,5
-5.609573181348506,57.25833013132491,North Coast & West Highlands,GBR,5
-5.206651942089088,57.944292519549556,North Coast & West Highlands,GBR,5
-5.685347678286798,56.87042542082631,North Coast & West Highlands,GBR,5
-5.048570152553128,55.87903503968163,Argyll & Clyde,GBR,5
-5.881625789254626,56.768260045643395,North Coast & West Highlands,GBR,5
-5.635749835639385,57.8581139450679,North Coast & West Highlands,GBR,5
-5.15477361153769,58.31498366131482,North Coast & West Highlands,GBR,5
-7.198381533703758,57.48506776973667,Outer Hebrides,GBR,5
-5.588379517273611,56.181858224274855,Argyll & Clyde,GBR,5
-0.7965041093463647,60.751438547243616,Shetland Isles,GBR,5
-1.015125609044453,60.62213124482664,Shetland Isles,GBR,5
-2.9273792014542015,59.310614189687996,Orkney Islands,GBR,5
-2.932549251745593,59.30698507313958,Orkney Islands,GBR,5
-2.9673063072305603,59.17022560236339,Orkney Islands,GBR,5
-2.936567860393482,59.13362980737627,Orkney Islands,GBR,5
-1.107288726139074,60.32826946657522,Shetland Isles,GBR,5
-1.171731546682825,60.42925069617409,Shetland Isles,GBR,5
-6.092402568858118,56.64370582068535,Argyll & Clyde,GBR,5
-1.0081761078267635,60.610407410498205,Shetland Isles,GBR,5
-3.2635158098178194,58.90093609416196,Orkney Islands,GBR,5
-1.5922106972529069,60.213018104802494,Shetland Isles,GBR,5
-6.060187013673748,57.2823268258336,North Coast & West Highlands,GBR,5
-5.132180801180046,58.29127340151043,North Coast & West Highlands,GBR,5
-5.842969466047242,56.66245780968136,North Coast & West Highlands,GBR,5
-6.466537130512784,58.0006334353661,Outer Hebrides,GBR,5
-2.9262108910385347,59.008870520330724,Orkney Islands,GBR,5
-3.237071663448954,58.88951591715979,Orkney Islands,GBR,5
-5.2682589175090255,58.24921641980862,North Coast & West Highlands,GBR,5
-1.5814075025443324,60.21118871398266,Shetland Isles,GBR,5
-1.35491938413641,60.35124994978529,Shetland Isles,GBR,5
-6.12722010924887,56.094870305917645,Argyll & Clyde,GBR,5
-6.627587581027328,57.47586546185425,North Coast & West Highlands,GBR,5
-5.111956810915735,57.86575900655637,North Coast & West Highlands,GBR,5
