lon,lat,iso3c,data_quality,action_needed,subregion
-82.97246314607894,8.126636639785799,CRI,3,Allocate spatially,Puntarenas
-83.01875143742183,8.209878312437258,CRI,3,Allocate spatially,Puntarenas
-83.09811163612079,8.263288686374379,CRI,3,Allocate spatially,Puntarenas
-83.17631333726513,8.318251822895759,CRI,3,Allocate spatially,Puntarenas
-83.1928191554815,8.406676290172252,CRI,3,Allocate spatially,Puntarenas
-83.17638316861117,8.479837610575586,CRI,3,Allocate spatially,Puntarenas
-83.20756756923507,8.568468329577815,CRI,3,Allocate spatially,Puntarenas
-83.23263785978986,8.517301876327949,CRI,3,Allocate spatially,Puntarenas
-83.21816709820963,8.4250986549121,CRI,3,Allocate spatially,Puntarenas
-83.24975022372345,8.33868286914243,CRI,3,Allocate spatially,Puntarenas
-83.33752675207761,8.335573438257855,CRI,3,Allocate spatially,Puntarenas
-83.42648726565031,8.372202057554578,CRI,3,Allocate spatially,Puntarenas
-83.5189619460633,8.392692792897838,CRI,3,Allocate spatially,Puntarenas
-83.60870436047027,8.405799216923262,CRI,3,Allocate spatially,Puntarenas
-83.67473329009083,8.472674583360536,CRI,3,Allocate spatially,Puntarenas
-83.74609397665317,8.534269468965682,CRI,3,Allocate spatially,Puntarenas
-83.78988754309904,8.613729196838008,CRI,3,Allocate spatially,Puntarenas
-83.76272087877109,8.703858753158988,CRI,3,Allocate spatially,Puntarenas
-83.70047552077855,8.76517720692053,CRI,3,Allocate spatially,Puntarenas
-83.67730382561987,8.852651097174046,CRI,3,Allocate spatially,Puntarenas
-83.67814117723415,8.937127857366791,CRI,3,Allocate spatially,Puntarenas
-83.70296053858871,9.02665967028953,CRI,3,Allocate spatially,Puntarenas
-83.76544978108147,9.097395510493435,CRI,3,Allocate spatially,Puntarenas
-83.83257217266879,9.157107278797403,CRI,3,Allocate spatially,Puntarenas
-83.90592273429206,9.21283044930262,CRI,3,Allocate spatially,Puntarenas
-83.98413592311252,9.268665020165134,CRI,3,Allocate spatially,Puntarenas
-84.07344719644719,9.303874579371417,CRI,3,Allocate spatially,Puntarenas
-84.16450674521947,9.3246830123047,CRI,3,Allocate spatially,Puntarenas
-84.22993781257875,9.388912446121596,CRI,3,Allocate spatially,Puntarenas
-84.30623967535934,9.431746322428038,CRI,3,Allocate spatially,Puntarenas
-84.39987358224069,9.452332707944597,CRI,3,Allocate spatially,Puntarenas
-84.49268823669965,9.471604439291074,CRI,3,Allocate spatially,Puntarenas
-84.58033681955004,9.487378173636273,CRI,3,Allocate spatially,Puntarenas
-84.65759592224269,9.543790294326401,CRI,3,Allocate spatially,Puntarenas
-84.72062063777588,9.614445454157304,CRI,3,Allocate spatially,Puntarenas
-84.7290726949233,9.706224607199585,CRI,3,Allocate spatially,Puntarenas
-84.70587763180718,9.787454860317386,CRI,3,Allocate spatially,Puntarenas
-84.77119674650925,9.856369034157453,CRI,3,Allocate spatially,Puntarenas
-84.81083761294927,9.923869474081796,CRI,3,Allocate spatially,Puntarenas
-84.85290154392497,9.883370248426234,CRI,3,Allocate spatially,Puntarenas
-84.81306322415747,9.808299939437937,CRI,3,Allocate spatially,Puntarenas
-84.8789778650964,9.741717900590169,CRI,3,Allocate spatially,Puntarenas
-84.94310493014964,9.674019088163123,CRI,3,Allocate spatially,Puntarenas
-85.02023078437499,9.6212470554242,CRI,3,Allocate spatially,Puntarenas
-85.05354333031553,9.5322831184293,CRI,3,Allocate spatially,Puntarenas
-85.39663957920536,9.79315356844973,CRI,3,Allocate spatially,Guanacaste
