lon,lat,iso3c,data_quality,action_needed,subregion
-85.44223642138363,9.798807495290946,CRI,3,Allocate spatially,Guanacaste
-85.48777218216868,9.798463808358889,CRI,3,Allocate spatially,Guanacaste
-85.53197829008515,9.810730905998241,CRI,3,Allocate spatially,Guanacaste
-85.57591320212944,9.822401085664344,CRI,3,Allocate spatially,Guanacaste
-85.62059708024418,9.834626867749696,CRI,3,Allocate spatially,Guanacaste
-85.66539087635,9.846079979252474,CRI,3,Allocate spatially,Guanacaste
-85.70715585065476,9.86486703229021,CRI,3,Allocate spatially,Guanacaste
-85.72642035988459,9.906075809269714,CRI,3,Allocate spatially,Guanacaste
-85.73737303665918,9.94932276422977,CRI,3,Allocate spatially,Guanacaste
-85.77079124571702,9.980938677665712,CRI,3,Allocate spatially,Guanacaste
-85.79876559909108,10.016909231505593,CRI,3,Allocate spatially,Guanacaste
-85.82689208576237,10.053560867875529,CRI,3,Allocate spatially,Guanacaste
-85.84808098621635,10.094482303495154,CRI,3,Allocate spatially,Guanacaste
-85.86273908038618,10.137778825676882,CRI,3,Allocate spatially,Guanacaste
-85.8862651312166,10.177364995561437,CRI,3,Allocate spatially,Guanacaste
-85.89800001787957,10.221217355193879,CRI,3,Allocate spatially,Guanacaste
-85.90860740889437,10.265940999404481,CRI,3,Allocate spatially,Guanacaste
-85.91125225053435,10.310145647784879,CRI,3,Allocate spatially,Guanacaste
-85.93044585625826,10.351542790776238,CRI,3,Allocate spatially,Guanacaste
-85.9155715393068,10.394212978157839,CRI,3,Allocate spatially,Guanacaste
-85.88406005442518,10.426838766296715,CRI,3,Allocate spatially,Guanacaste
-85.85323624028145,10.460762129511401,CRI,3,Allocate spatially,Guanacaste
-85.86586799554509,10.503804138412624,CRI,3,Allocate spatially,Guanacaste
-85.8569336503006,10.548073232362091,CRI,3,Allocate spatially,Guanacaste
-85.82224732316745,10.577705169186109,CRI,3,Allocate spatially,Guanacaste
-85.78201625091629,10.598475959029038,CRI,3,Allocate spatially,Guanacaste
-85.75470827394304,10.61359201518077,CRI,3,Allocate spatially,Guanacaste
-85.73885745280857,10.656752961851929,CRI,3,Allocate spatially,Guanacaste
-85.71759750227938,10.697751959984672,CRI,3,Allocate spatially,Guanacaste
-85.71894557493745,10.742775821138176,CRI,3,Allocate spatially,Guanacaste
-85.75599762969203,10.748441331847484,CRI,3,Allocate spatially,Guanacaste
-85.79973246889264,10.760495336283997,CRI,3,Allocate spatially,Guanacaste
-85.8383492255089,10.784099400807813,CRI,3,Allocate spatially,Guanacaste
-85.8768463856055,10.803957034784775,CRI,3,Allocate spatially,Guanacaste
-85.91052143592754,10.834108306452913,CRI,3,Allocate spatially,Guanacaste
-85.95577351362678,10.834952906306151,CRI,3,Allocate spatially,Guanacaste
-85.99513431713228,10.857171279910995,CRI,3,Allocate spatially,Guanacaste
-86.00467520434364,10.901285346845686,CRI,3,Allocate spatially,Guanacaste
-85.97855859999535,10.938480964606084,CRI,3,Allocate spatially,Guanacaste
-85.93923634605562,10.960869776208222,CRI,3,Allocate spatially,Guanacaste
-85.91258215808968,10.997327277479796,CRI,3,Allocate spatially,Guanacaste
-85.86741779216186,11.00592988006555,CRI,3,Allocate spatially,Guanacaste
-85.8214892298988,11.001107292099462,CRI,3,Allocate spatially,Guanacaste
-85.81065225261204,11.028530978936915,CRI,3,Allocate spatially,Guanacaste
