"lon","lat","iso3c","subregion","data_quality","action_needed"
10.1739,54.3412999986985,"DEU",NA,5,"Land mask"
12.9433240703317,55.6039415170323,"SWE","MALM™ STAD",5,"Land mask"
16.3660322296345,56.7977678317126,"SWE","HULTSBY FISKODLING",5,"Land mask"
16.9372424778841,58.3561473231934,"SWE","MISSJ™ MUSSLA",5,"Land mask"
