"lon","lat","iso3c","data_quality","subregion"
144.716951,-38.148922,"AUS",4,NA
133.939651986146,-32.3771483256713,"AUS",4,NA
137.77839875558,-34.9184420722045,"AUS",4,NA
137.771916429757,-35.7794396296278,"AUS",4,NA
136.924417900667,-33.6931626578032,"AUS",4,NA
133.940392598349,-32.3760785472729,"AUS",4,NA
133.935701320469,-32.3734163582936,"AUS",4,NA
134.185078697131,-32.8028308075505,"AUS",4,NA
135.463661666213,-34.6245502292662,"AUS",4,NA
136.916789209947,-33.6797929374625,"AUS",4,NA
135.398140081877,-34.5513195924049,"AUS",4,NA
135.462885383204,-34.6186804853317,"AUS",4,NA
133.940796487284,-32.3774179110106,"AUS",4,NA
136.902595428385,-33.716984628037,"AUS",4,NA
137.783654810951,-34.9076237288753,"AUS",4,NA
135.461923281334,-34.6234715402284,"AUS",4,NA
136.92673532055,-33.6759410396082,"AUS",4,NA
133.940057955776,-32.3777554173059,"AUS",4,NA
135.388348567133,-34.5217557062022,"AUS",4,NA
136.926239525765,-33.6774462375749,"AUS",4,NA
133.940784303571,-32.3768302632481,"AUS",4,NA
135.462962269543,-34.6251258972591,"AUS",4,NA
135.462795188882,-34.6198653105339,"AUS",4,NA
133.940921171255,-32.3779085349619,"AUS",4,NA
-123.510133138357,48.898686300719,"CAN",5,NA
-124.234742775174,49.5007960387272,"CAN",5,NA
-124.599036410855,49.3914335538867,"CAN",5,NA
-127.025939686399,50.6350541067438,"CAN",5,NA
-123.802128337496,49.1004263263481,"CAN",5,NA
-124.92511575699,49.6421891631627,"CAN",5,NA
-125.135915989768,48.8352443730984,"CAN",5,NA
-71.5051920880239,-30.2584039287284,"CHL",5,NA
-71.5063733607883,-30.2586476114325,"CHL",5,NA
-73.3638886446215,-39.8874857168393,"CHL",5,NA
-73.2044405986634,-39.4428543557413,"CHL",5,NA
-73.7293998967068,-42.8614216689061,"CHL",5,NA
-73.7763275512362,-42.5433405444276,"CHL",5,NA
-73.7732429580117,-42.5433124030589,"CHL",5,NA
-73.5138680581834,-42.4080014380122,"CHL",5,NA
-73.07783397805,-41.8158912761933,"CHL",5,NA
-73.4272604950885,-38.7454223780522,"CHL",5,NA
-71.535048136203,-30.2716223717218,"CHL",5,NA
-71.5258954368,-30.2787688280496,"CHL",5,NA
-70.6072663862264,-23.4697432656095,"CHL",5,NA
-70.1653765931903,-20.4718374231024,"CHL",5,NA
-70.4817804790128,-23.0956069661097,"CHL",5,NA
-73.4315349580178,-42.1107239187232,"CHL",5,NA
-70.9107449948627,-27.1302091019809,"CHL",5,NA
-70.8496759622656,-27.0910134830462,"CHL",5,NA
-70.9238185319766,-27.641481177128,"CHL",5,NA
-72.7616461993535,-42.8899899484512,"CHL",5,NA
-73.2968890318028,-42.3133388352133,"CHL",5,NA
-73.5204912888486,-42.5020464919238,"CHL",5,NA
-70.9081562519763,-27.1346712511851,"CHL",5,NA
-73.5443478206665,-41.9335860642145,"CHL",5,NA
-70.8032875612462,-26.9562787389461,"CHL",5,NA
-70.8579987653808,-27.0820162303904,"CHL",5,NA
-70.8432835894485,-27.0846846722988,"CHL",5,NA
-70.85908330018,-27.0803776694449,"CHL",5,NA
-72.305724677427,-41.4949472024898,"CHL",5,NA
-72.7339025252925,-41.5662066833006,"CHL",5,NA
-72.4454178151444,-42.0167103371898,"CHL",5,NA
-73.5143622680672,-42.4935315105382,"CHL",5,NA
-73.5570309013328,-42.3968670068047,"CHL",5,NA
-73.5473562232977,-42.3980897268719,"CHL",5,NA
-73.4452057171059,-42.3260259813081,"CHL",5,NA
-73.0920619695936,-41.7909448548118,"CHL",5,NA
-73.1002050005114,-41.83450837971,"CHL",5,NA
-70.8050473991258,-26.9556329495198,"CHL",5,NA
-73.3882152702504,-39.8903770359808,"CHL",5,NA
-73.3911718878945,-39.8772166918574,"CHL",5,NA
