lat,lon,subregion,iso3c,data_quality
17.565826428687156,-88.30446591534489,Nova Ladyville Shrimp Farm,BLZ,5
17.088537866900786,-88.3141468760761,Paradise Shrimp Farm,BLZ,5
16.996401736714773,-88.28891758186664,Melinda Mariculture Limited,BLZ,5
16.91300830350531,-88.30401223336973,Triton Mariculture,BLZ,5
16.77084262777864,-88.3358879288162,Haney's Shrimp Farm,BLZ,5
16.664824857803115,-88.39502139821094,Belize Aquaculture Limited,BLZ,5
16.56115563573352,-88.41922498380852,Texmar Shrimp Farm,BLZ,5
16.460774477225453,-88.43760570009555,Nova Toledo Shrimp Farm,BLZ,5
16.43434608053408,-88.4650001965993,Toledo Fish Farm,BLZ,5
16.492817,-88.451778,NA,BLZ,5
16.570683,-88.420183,NA,BLZ,5
16.596253,-88.403383,NA,BLZ,5
