lat,lon,area_ha,iso3c,data_quality
4.716865,114.535353,14,BRN,2
4.722253,114.541318,40,BRN,2
4.742089,114.574539,92,BRN,2
4.761099,114.610558,0.4,BRN,2
4.781321,114.607222,200,BRN,2
4.970718,115.043816,51.471511,BRN,2
