lat,lon,iso3c,data_quality,action_needed,subregion
15.930407995930784,94.76647475697742,MMR,2,state/province based suitability,Ayeyarwaddy
18.615093163569437,94.24290607527016,MMR,2,state/province based suitability,Rakhine
