lon,lat,iso3c,area_ha,data_quality,action_needed
120.24797688076339,13.434920905691932,PHL,13.35,3,Allocate spatially
120.2629188478589,13.520672173641973,PHL,13.35,3,Allocate spatially
120.34936931665223,13.545841573409586,PHL,13.35,3,Allocate spatially
120.44332245947992,13.54220375441245,PHL,13.35,3,Allocate spatially
120.53726722228829,13.538463891251626,PHL,13.35,3,Allocate spatially
120.63120337420331,13.534622006767664,PHL,13.35,3,Allocate spatially
120.72513068447809,13.53067812442164,PHL,13.35,3,Allocate spatially
120.81904892249662,13.526632268294966,PHL,13.35,3,Allocate spatially
121.00685725997485,13.51823473412422,PHL,13.35,3,Allocate spatially
121.10074689888653,13.513883107340945,PHL,13.35,3,Allocate spatially
121.19456157522849,13.508749678001973,PHL,13.35,3,Allocate spatially
121.26844583022331,13.455233512071741,PHL,13.35,3,Allocate spatially
121.3329622477495,13.3884636525314,PHL,13.35,3,Allocate spatially
121.39737464372367,13.321680784147908,PHL,13.35,3,Allocate spatially
121.46168319491136,13.254885143941033,PHL,13.35,3,Allocate spatially
121.52588807798944,13.188076968428998,PHL,13.35,3,Allocate spatially
121.58989550916091,13.121172736267827,PHL,13.35,3,Allocate spatially
121.60197620642239,13.0348269784268,PHL,13.35,3,Allocate spatially
121.57481618979716,12.947192345706231,PHL,13.35,3,Allocate spatially
121.54771350612832,12.859610549547128,PHL,13.35,3,Allocate spatially
121.52066797962198,12.772081733760597,PHL,13.35,3,Allocate spatially
121.35958536355706,12.248029384652105,PHL,13.35,3,Allocate spatially
121.32984440476032,12.162119395459472,PHL,13.35,3,Allocate spatially
121.24998694552157,12.126999751741682,PHL,13.35,3,Allocate spatially
121.1782727697509,12.180213549485243,PHL,13.35,3,Allocate spatially
121.05901095607385,12.319492090653657,PHL,13.35,3,Allocate spatially
120.99923002409416,12.389128657134458,PHL,13.35,3,Allocate spatially
120.93934881941342,12.458763122848449,PHL,13.35,3,Allocate spatially
120.87936714977347,12.528395263566484,PHL,13.35,3,Allocate spatially
120.819284822675,12.598024854495458,PHL,13.35,3,Allocate spatially
120.76056708240812,12.668742091706104,PHL,13.35,3,Allocate spatially
120.7096144460725,12.74521896741898,PHL,13.35,3,Allocate spatially
120.65856779849231,12.821712749030887,PHL,13.35,3,Allocate spatially
120.60742691656829,12.89822323155907,PHL,13.35,3,Allocate spatially
120.5561915766526,12.974750209347873,PHL,13.35,3,Allocate spatially
120.504861554548,13.051293476068924,PHL,13.35,3,Allocate spatially
120.45343662550714,13.127852824720822,PHL,13.35,3,Allocate spatially
120.40191656423175,13.204428047629234,PHL,13.35,3,Allocate spatially
120.35030114487193,13.281018936446866,PHL,13.35,3,Allocate spatially
120.29859014102526,13.357625282153284,PHL,13.35,3,Allocate spatially
122.76587223068907,10.31211998074199,PHL,13.35,3,Allocate spatially
122.82462621296887,10.644995259491042,PHL,13.35,3,Allocate spatially
122.85417920785194,10.81177779046653,PHL,13.35,3,Allocate spatially
122.92227188684949,10.956500084251719,PHL,13.35,3,Allocate spatially
123.09262919950146,10.976840008615756,PHL,13.35,3,Allocate spatially
123.26338063057028,10.99512005217352,PHL,13.35,3,Allocate spatially
123.57637093950946,10.95851746815833,PHL,13.35,3,Allocate spatially
123.50542165855309,10.6282394847577,PHL,13.35,3,Allocate spatially
123.59565692990418,10.736230723386512,PHL,13.35,3,Allocate spatially
123.69909898334696,10.87131867213145,PHL,13.35,3,Allocate spatially
123.80287607405988,11.006437572911798,PHL,13.35,3,Allocate spatially
123.90698951811132,11.141586051372173,PHL,13.35,3,Allocate spatially
124.01144063603343,11.276762725502365,PHL,13.35,3,Allocate spatially
124.15171220990955,11.262980283873018,PHL,13.35,3,Allocate spatially
124.1441723024624,11.094470801562768,PHL,13.35,3,Allocate spatially
124.12703548083226,10.925584253366715,PHL,13.35,3,Allocate spatially
124.1099677542503,10.756938005944237,PHL,13.35,3,Allocate spatially
124.09296870705715,10.58853272699021,PHL,13.35,3,Allocate spatially
124.0760379269097,10.420369075053415,PHL,13.35,3,Allocate spatially
124.05692704367584,10.252851953448273,PHL,13.35,3,Allocate spatially
123.9390772325107,10.133062969483067,PHL,13.35,3,Allocate spatially
123.81413797816568,10.018973318237686,PHL,13.35,3,Allocate spatially
123.68953858649405,9.904815896269865,PHL,13.35,3,Allocate spatially
123.61350425776097,9.754922194372629,PHL,13.35,3,Allocate spatially
123.53867790596313,9.60446799256723,PHL,13.35,3,Allocate spatially
123.46411931939909,9.4541501922624,PHL,13.35,3,Allocate spatially
123.38982717871168,9.303969820457464,PHL,13.35,3,Allocate spatially
123.27775408407577,9.181370629515419,PHL,13.35,3,Allocate spatially
123.0323998951404,8.953950401354373,PHL,13.35,3,Allocate spatially
122.89544963906403,9.018521189444145,PHL,13.35,3,Allocate spatially
122.78442295069296,9.143696987810364,PHL,13.35,3,Allocate spatially
122.67306492125788,9.268869358197112,PHL,13.35,3,Allocate spatially
122.56137445346948,9.394036921007704,PHL,13.35,3,Allocate spatially
122.44935044811949,9.519198290009632,PHL,13.35,3,Allocate spatially
122.33699180411006,9.644352072345093,PHL,13.35,3,Allocate spatially
