"lon","lat","iso3c","type"
147.486569,-19.4921,"AUS","shrimp"
148.426239,-20.239719,"AUS","shrimp"
89.03,22.27,"BGD","shrimp"
89.504778,22.483111,"BGD","shrimp"
-88.3044659153449,17.5658264286872,"BLZ","shrimp"
-88.3141468760761,17.0885378669008,"BLZ","shrimp"
-88.2889175818666,16.9964017367148,"BLZ","shrimp"
-88.3040122333697,16.9130083035053,"BLZ","shrimp"
-88.3358879288162,16.7708426277786,"BLZ","shrimp"
-88.3950213982109,16.6648248578031,"BLZ","shrimp"
-88.4192249838085,16.5611556357335,"BLZ","shrimp"
-88.4376057000955,16.4607744772255,"BLZ","shrimp"
-88.4650001965993,16.4343460805341,"BLZ","shrimp"
-88.451778,16.492817,"BLZ","shrimp"
-88.420183,16.570683,"BLZ","shrimp"
-88.403383,16.596253,"BLZ","shrimp"
114.535353,4.716865,"BRN","shrimp"
114.541318,4.722253,"BRN","shrimp"
114.574539,4.742089,"BRN","shrimp"
114.610558,4.761099,"BRN","shrimp"
114.607222,4.781321,"BRN","shrimp"
115.043816,4.970718,"BRN","shrimp"
111.693417,21.596472,"CHN","shrimp"
118.126772,38.078225,"CHN","shrimp"
117.975444,38.089881,"CHN","shrimp"
110.347319,21.069711,"CHN","shrimp"
-75.515864,10.136408,"COL","shrimp"
-77.737212,19.841789,"CUB","shrimp"
-77.593449,20.047065,"CUB","shrimp"
-80.24742,-2.13254,"ECU","shrimp"
-80.325486,-2.634347,"ECU","shrimp"
-79.972397,0.175127,"ECU","shrimp"
-79.927336,0.287307,"ECU","shrimp"
-79.921113,0.249799,"ECU","shrimp"
-79.997319,0.283229,"ECU","shrimp"
-80.005473,0.317647,"ECU","shrimp"
-80.00101,0.251472,"ECU","shrimp"
-80.270556,-2.667778,"ECU","shrimp"
-79.943981,-2.484561,"ECU","shrimp"
-80.023314,-2.470406,"ECU","shrimp"
-79.983422,-2.437753,"ECU","shrimp"
-79.766772,-2.788469,"ECU","shrimp"
-80.142203,-2.468786,"ECU","shrimp"
-80.558194,-2.480147,"ECU","shrimp"
-79.816586,-2.290467,"ECU","shrimp"
-80.045417,0.464072,"ECU","shrimp"
-80.000833,-2.574781,"ECU","shrimp"
-80.187783,-2.992803,"ECU","shrimp"
-80.187783,-2.992803,"ECU","shrimp"
-80.071275,-3.452103,"ECU","shrimp"
-80.224383,-3.012578,"ECU","shrimp"
-80.224383,-3.012578,"ECU","shrimp"
-80.607276,-2.450972,"ECU","shrimp"
-79.860214,-2.286731,"ECU","shrimp"
-79.866298,-2.264349,"ECU","shrimp"
-79.859119,-2.288094,"ECU","shrimp"
-79.883275,-2.377756,"ECU","shrimp"
-79.859022,-2.286481,"ECU","shrimp"
-80.633797,-2.42799,"ECU","shrimp"
