"lat","lon","iso3c","data_quality","action_needed"
-34.7281333333333,135.933036111111,"AUS",5,"Land mask"
-34.7267222222222,135.937094444444,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7247194444444,135.93465,"AUS",5,"Land mask"
-34.7281333333333,135.933036111111,"AUS",5,"Land mask"
-34.7190972222222,135.963802777778,"AUS",5,"Land mask"
-34.7158777777778,135.961833333333,"AUS",5,"Land mask"
-34.7179111111111,135.956961111111,"AUS",5,"Land mask"
-34.7211277777778,135.958930555556,"AUS",5,"Land mask"
-34.7190972222222,135.963802777778,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-34.6872194444444,136.080938888889,"AUS",5,"Land mask"
-34.690275,136.074158333333,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.7061833333333,136.051327777778,"AUS",5,"Land mask"
-34.7018472222222,136.048463888889,"AUS",5,"Land mask"
-34.7030333333333,136.045833333333,"AUS",5,"Land mask"
-34.7077833333333,136.048969444444,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-33.9274027777778,136.650486111111,"AUS",5,"Land mask"
-33.9274027777778,136.646908333333,"AUS",5,"Land mask"
-33.9301472222222,136.646908333333,"AUS",5,"Land mask"
-33.9301472222222,136.650486111111,"AUS",5,"Land mask"
-33.9274027777778,136.650486111111,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7267222222222,135.937094444444,"AUS",5,"Land mask"
-34.7263527777778,135.938161111111,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.7263527777778,135.938161111111,"AUS",5,"Land mask"
-34.72595,135.939322222222,"AUS",5,"Land mask"
-34.7221138888889,135.937366666667,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.6871833333333,136.094697222222,"AUS",5,"Land mask"
-34.6824333333333,136.091558333333,"AUS",5,"Land mask"
-34.6872194444444,136.080938888889,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-34.6871833333333,136.094697222222,"AUS",5,"Land mask"
-34.6697166666667,136.033902777778,"AUS",5,"Land mask"
-34.6639972222222,136.032980555556,"AUS",5,"Land mask"
-34.6664416666667,136.010758333333,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6697166666667,136.033902777778,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6664416666667,136.010758333333,"AUS",5,"Land mask"
-34.6692416666667,135.985241666667,"AUS",5,"Land mask"
-34.6749611111111,135.986161111111,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.690275,136.074158333333,"AUS",5,"Land mask"
-34.6998777777778,136.052841666667,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.6154805555556,136.084136111111,"AUS",5,"Land mask"
-34.6107944444444,136.084075,"AUS",5,"Land mask"
-34.6109972222222,136.060797222222,"AUS",5,"Land mask"
-34.6156861111111,136.060858333333,"AUS",5,"Land mask"
-34.6154805555556,136.084136111111,"AUS",5,"Land mask"
-34.7148444444444,136.077377777778,"AUS",5,"Land mask"
-34.7091972222222,136.073877777778,"AUS",5,"Land mask"
-34.7154916666667,136.058969444444,"AUS",5,"Land mask"
-34.7211444444444,136.062469444444,"AUS",5,"Land mask"
-34.7148444444444,136.077377777778,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6998777777778,136.052841666667,"AUS",5,"Land mask"
-34.7018472222222,136.048463888889,"AUS",5,"Land mask"
-34.7061833333333,136.051327777778,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6577472222222,136.117725,"AUS",5,"Land mask"
-34.6527222222222,136.115308333333,"AUS",5,"Land mask"
-34.69705,135.979883333333,"AUS",5,"Land mask"
-34.7020805555556,135.982291666667,"AUS",5,"Land mask"
-34.6577472222222,136.117725,"AUS",5,"Land mask"
-34.6600305555556,136.086544444444,"AUS",5,"Land mask"
-34.65895,136.091063888889,"AUS",5,"Land mask"
-34.6552472222222,136.089769444444,"AUS",5,"Land mask"
-34.6557027777778,136.085030555556,"AUS",5,"Land mask"
-34.6655166666667,136.04395,"AUS",5,"Land mask"
-34.6698472222222,136.045461111111,"AUS",5,"Land mask"
-34.6600305555556,136.086544444444,"AUS",5,"Land mask"
36.5849057990001,-6.23033639999994,"ESP",5,"Land mask"
36.1561359990001,-5.92126069999995,"ESP",5,"Land mask"
37.5126638990001,-1.38386389999994,"ESP",5,"Land mask"
37.832777799,-0.666166699999962,"ESP",5,"Land mask"
